Id,Label,timeset,indegree,outdegree,degree
2868174243,,,0,5,5
774820925493637120,,,1277,1,1278
850583816582332417,,,0,1,1
2878822020,,,0,3,3
2917485347,,,0,2,2
1271133379,,,0,3,3
227394617,,,0,4,4
775757452973371392,,,0,3,3
808061511805628416,,,0,1,1
889304770653171714,,,0,2,2
911610626002374656,,,0,5,5
215034611,,,0,2,2
738889646231457792,,,0,2,2
4808367149,,,0,4,4
252716994,,,0,2,2
2544775411,,,0,1,1
1131529592,,,0,3,3
915014994152083458,,,0,2,2
818135366221840384,,,0,3,3
2831975186,,,0,4,4
334063314,,,0,2,2
924097896806539264,,,0,1,1
3296478442,,,0,1,1
2448111786,,,0,1,1
2997558523,,,0,2,2
1666115714,,,0,1,1
732808771,,,0,1,1
1414198825,,,0,1,1
566164224,,,0,2,2
2825992510,,,0,1,1
164046996,,,0,1,1
456850877,,,0,1,1
2938577813,,,0,2,2
2281209522,,,0,2,2
224616315,,,0,1,1
899745329372909568,,,0,3,3
1029880592,,,0,4,4
3306732970,,,0,2,2
2781403446,,,0,1,1
359017388,,,0,1,1
4410194921,,,0,2,2
1293195248,,,0,2,2
929467756851974145,,,0,1,1
803191179378626560,,,2,5,7
904843512113491970,,,0,1,1
3782816961,,,0,1,1
308545614,,,0,2,2
354514701,,,0,1,1
736954913809412096,,,0,3,3
761260940637696000,,,0,3,3
907417614099591168,,,0,2,2
3363262865,,,0,3,3
795743694989197313,,,0,1,1
43207329,,,0,2,2
1170300457,,,0,1,1
1676947981,,,0,1,1
2330212752,,,0,5,5
719213736964308992,,,0,7,7
564747999,,,0,4,4
1137762139,,,0,3,3
386832014,,,1,2,3
1343328979,,,0,5,5
2967888993,,,0,2,2
3035584828,,,5,5,10
2384291999,,,0,2,2
184554135,,,0,1,1
2967149477,,,0,2,2
3050823377,,,0,2,2
3192647165,,,0,2,2
721857819050422272,,,0,2,2
2191053686,,,0,2,2
3246412455,,,0,2,2
160685860,,,0,1,1
750018684857491456,,,0,2,2
714806172,,,0,4,4
827946342572052484,,,0,2,2
48762891,,,0,1,1
890020296337575936,,,0,2,2
1229913848,,,0,2,2
1457111828,,,0,2,2
740646284911116289,,,0,3,3
912811099694739457,,,0,2,2
817197411915415555,,,0,1,1
1334426264,,,0,2,2
175222015,,,0,19,19
2411003909,,,0,1,1
3473885374,,,0,2,2
3064112391,,,0,1,1
2169320973,,,0,4,4
891837728,,,0,1,1
902913688826466306,,,0,1,1
55971182,,,0,8,8
976895984,,,0,2,2
3144637467,,,0,2,2
3439004446,,,0,4,4
857068402866872320,,,0,2,2
1449719720,,,0,4,4
3042393916,,,0,3,3
66387295,,,0,6,6
239997229,,,0,1,1
3638234301,,,0,2,2
319354424,,,0,2,2
2426095273,,,0,2,2
2994779237,,,0,8,8
804488590831026177,,,0,1,1
813765846988423168,,,0,1,1
837771354158006272,,,0,1,1
1626374004,,,0,1,1
711346482843164674,,,0,3,3
479598921,,,0,4,4
737512654030262273,,,0,3,3
775444354051825668,,,0,2,2
482902597,,,0,1,1
157119384,,,0,2,2
859085594739171328,,,0,1,1
748631552964300800,,,0,4,4
1957500996,,,0,5,5
4018538957,,,0,1,1
4454444080,,,0,2,2
3424951019,,,0,2,2
107398052,,,0,1,1
4707123209,,,0,1,1
792508543,,,0,3,3
4115639231,,,0,1,1
200570597,,,0,1,1
926887258422173696,,,0,11,11
2649365251,,,0,1,1
915724975126048768,,,0,2,2
