Source,Target,Type,Id,Label
836364132412698625,724991849912500224,Directed,10610,
3109116411,724991849912500224,Directed,10626,
3984004577,724991849912500224,Directed,10633,
2795307903,724991849912500224,Directed,10659,
879823101860741121,724991849912500224,Directed,10660,
315984735,724991849912500224,Directed,10664,
3418221148,724991849912500224,Directed,10668,
3742135035,724991849912500224,Directed,10671,
833426540486651904,724991849912500224,Directed,10680,
722074658430939136,724991849912500224,Directed,10691,
208857191,724991849912500224,Directed,10697,
3165161980,724991849912500224,Directed,10738,
168254714,724991849912500224,Directed,10748,
572699492,724991849912500224,Directed,10765,
941443124706140160,724991849912500224,Directed,10768,
240566770,724991849912500224,Directed,10771,
149686901,724991849912500224,Directed,10785,
953858053,724991849912500224,Directed,10791,
2553494264,724991849912500224,Directed,10824,
829457553402781708,724991849912500224,Directed,10833,
781998256939204608,724991849912500224,Directed,10853,
44208415,724991849912500224,Directed,10873,
147750787,724991849912500224,Directed,10893,
804691272871067648,724991849912500224,Directed,10897,
760283410900328448,724991849912500224,Directed,10914,
857564822795366400,724991849912500224,Directed,10935,
945773489843265536,724991849912500224,Directed,10941,
248244937,724991849912500224,Directed,10964,
879118488790605826,724991849912500224,Directed,10966,
292971355,724991849912500224,Directed,10968,
3311072896,724991849912500224,Directed,10973,
370256146,724991849912500224,Directed,10976,
838675118083670016,724991849912500224,Directed,11000,
735476886097285120,724991849912500224,Directed,11001,
766456262,724991849912500224,Directed,11009,
890329942277447681,724991849912500224,Directed,11012,
371412771,724991849912500224,Directed,11015,
935899801715138560,724991849912500224,Directed,11021,
854699361498001408,724991849912500224,Directed,11027,
4486646963,724991849912500224,Directed,11031,
145878015,724991849912500224,Directed,11033,
145043868,724991849912500224,Directed,11034,
2434802634,724991849912500224,Directed,11046,
288414596,724991849912500224,Directed,11049,
1918713900,724991849912500224,Directed,11050,
27047088,724991849912500224,Directed,11054,
2290464434,724991849912500224,Directed,11078,
208614492,724991849912500224,Directed,11090,
395929679,724991849912500224,Directed,11093,
2940976978,724991849912500224,Directed,11100,
4561573520,724991849912500224,Directed,11109,
457586812,724991849912500224,Directed,11118,
262281168,724991849912500224,Directed,11119,
2992428713,724991849912500224,Directed,11120,
297960694,724991849912500224,Directed,11121,
704044332270096390,724991849912500224,Directed,11125,
893781795925372928,724991849912500224,Directed,11126,
2486489226,724991849912500224,Directed,11128,
143188649,724991849912500224,Directed,11129,
433103947,724991849912500224,Directed,11130,
3374198391,724991849912500224,Directed,11141,
4873896923,724991849912500224,Directed,11146,
730970684969508864,724991849912500224,Directed,11159,
296713196,724991849912500224,Directed,11161,
898027635003068416,724991849912500224,Directed,11165,
1528822513,724991849912500224,Directed,11244,
704273156622688256,724991849912500224,Directed,11248,
339363558,724991849912500224,Directed,11260,
192651499,724991849912500224,Directed,11261,
928591533208727552,724991849912500224,Directed,11267,
4696697814,724991849912500224,Directed,11271,
331204184,724991849912500224,Directed,11336,
577498259,724991849912500224,Directed,11352,
1301910931,724991849912500224,Directed,11365,
905037156,724991849912500224,Directed,11372,
953615537107537921,724991849912500224,Directed,11380,
196043943,724991849912500224,Directed,11397,
905998208316223491,724991849912500224,Directed,11407,
885945632342585346,724991849912500224,Directed,11428,
225539130,724991849912500224,Directed,11472,
399620981,724991849912500224,Directed,11502,
907602732906946561,724991849912500224,Directed,11521,
2616435337,724991849912500224,Directed,11543,
805022684887318528,724991849912500224,Directed,11554,
359535812,724991849912500224,Directed,11560,
2369493301,724991849912500224,Directed,11563,
312923505,724991849912500224,Directed,11569,
291771744,724991849912500224,Directed,11574,
818708761946759168,724991849912500224,Directed,11576,
139105803,724991849912500224,Directed,11584,
492482913,724991849912500224,Directed,11587,
372770596,724991849912500224,Directed,11590,
151936849,724991849912500224,Directed,11609,
400393661,724991849912500224,Directed,11611,
938762000229961728,724991849912500224,Directed,11619,
165602631,724991849912500224,Directed,11629,
885256376343244800,724991849912500224,Directed,11630,
4268990776,724991849912500224,Directed,11636,
1918342680,724991849912500224,Directed,11640,
1389423794,724991849912500224,Directed,11659,
212946503,724991849912500224,Directed,11661,
282833933,724991849912500224,Directed,11662,
2985589131,724991849912500224,Directed,11672,
394995982,724991849912500224,Directed,11673,
2808819851,724991849912500224,Directed,11674,
111614038,724991849912500224,Directed,11689,
146431317,724991849912500224,Directed,11690,
143574593,724991849912500224,Directed,11693,
186836922,724991849912500224,Directed,11695,
255598157,724991849912500224,Directed,11697,
25467341,724991849912500224,Directed,11701,
