Source,Target,Type,Id
67452734,796180188946112512,Directed,4332
771091977806942208,796180188946112512,Directed,4335
1179437382,796180188946112512,Directed,4339
331060215,796180188946112512,Directed,4340
870060067214815237,796180188946112512,Directed,4374
848177004,796180188946112512,Directed,4384
4795031505,796180188946112512,Directed,4390
951336040312209408,796180188946112512,Directed,4391
1296416894,796180188946112512,Directed,4399
35798527,796180188946112512,Directed,4403
542534086,796180188946112512,Directed,4404
1484840016,796180188946112512,Directed,4411
53173746,796180188946112512,Directed,4418
744312448728047616,796180188946112512,Directed,4432
51256164,796180188946112512,Directed,4433
61653786,796180188946112512,Directed,4438
725437926335746048,796180188946112512,Directed,4439
810123426660806658,796180188946112512,Directed,4458
4720822798,796180188946112512,Directed,4462
738092107437608961,796180188946112512,Directed,4466
175593962,796180188946112512,Directed,4471
3985127116,796180188946112512,Directed,4475
1517155512,796180188946112512,Directed,4476
22998203,796180188946112512,Directed,4482
1139753486,796180188946112512,Directed,4485
772962059176779776,796180188946112512,Directed,4490
1297308192,796180188946112512,Directed,4491
301536385,796180188946112512,Directed,4499
3299820893,796180188946112512,Directed,4504
18092316,796180188946112512,Directed,4506
737436470118612992,796180188946112512,Directed,4509
22402255,796180188946112512,Directed,4519
876134557942206464,796180188946112512,Directed,4531
3057481732,796180188946112512,Directed,4539
61862692,796180188946112512,Directed,4545
2844004811,796180188946112512,Directed,4555
922464912269561856,796180188946112512,Directed,4559
41215707,796180188946112512,Directed,4582
233733419,796180188946112512,Directed,4583
737141493207584768,796180188946112512,Directed,4595
929847565,796180188946112512,Directed,4601
119151054,796180188946112512,Directed,4605
835642921135271936,796180188946112512,Directed,4609
822968976108097536,796180188946112512,Directed,4610
756554727400304640,796180188946112512,Directed,4615
4822833808,796180188946112512,Directed,4619
127244683,796180188946112512,Directed,4629
780759202218115072,796180188946112512,Directed,4630
79575971,796180188946112512,Directed,4636
938802798552023042,796180188946112512,Directed,4650
237366492,796180188946112512,Directed,4672
731971002817744896,796180188946112512,Directed,4679
856695984251965440,796180188946112512,Directed,4681
3949233400,796180188946112512,Directed,4710
3174478624,796180188946112512,Directed,4711
124006567,796180188946112512,Directed,4724
173516636,796180188946112512,Directed,4725
1621609934,796180188946112512,Directed,4729
458251319,796180188946112512,Directed,4755
548692041,796180188946112512,Directed,4767
703455622843506688,796180188946112512,Directed,4777
181166615,796180188946112512,Directed,4785
334227922,796180188946112512,Directed,4792
62686516,796180188946112512,Directed,4797
726072336257040384,796180188946112512,Directed,4811
2214706620,796180188946112512,Directed,4842
586033644,796180188946112512,Directed,4853
3298558445,796180188946112512,Directed,4854
2786596361,796180188946112512,Directed,4856
1493821338,796180188946112512,Directed,4858
101752834,796180188946112512,Directed,4863
73798169,796180188946112512,Directed,4867
747457094597640193,796180188946112512,Directed,4882
892313245,796180188946112512,Directed,4887
3129020296,796180188946112512,Directed,4889
839123005297000449,796180188946112512,Directed,4890
2582347692,796180188946112512,Directed,4910
380489432,796180188946112512,Directed,4915
71872774,796180188946112512,Directed,4931
192456717,796180188946112512,Directed,4933
975037286,796180188946112512,Directed,4936
767069777068163072,796180188946112512,Directed,4946
173300902,796180188946112512,Directed,4948
189593513,796180188946112512,Directed,4957
893491285,796180188946112512,Directed,4961
736257354874945537,796180188946112512,Directed,4962
87952647,796180188946112512,Directed,4971
835487301551681536,796180188946112512,Directed,4973
141439801,796180188946112512,Directed,4985
2177502675,796180188946112512,Directed,4991
2667909567,796180188946112512,Directed,4992
112889280,796180188946112512,Directed,4993
600458201,796180188946112512,Directed,5009
2205061878,796180188946112512,Directed,5012
253669861,796180188946112512,Directed,5019
937666857888354304,796180188946112512,Directed,5020
3430776208,796180188946112512,Directed,5021
823720237019332608,796180188946112512,Directed,5024
171485851,796180188946112512,Directed,5027
242442835,796180188946112512,Directed,5030
282330697,796180188946112512,Directed,5033
136391001,796180188946112512,Directed,5043
888363921136136192,796180188946112512,Directed,5045
1686826814,796180188946112512,Directed,5058
303515007,796180188946112512,Directed,5060
366763625,796180188946112512,Directed,5069
46116982,796180188946112512,Directed,5074
3079717894,796180188946112512,Directed,5084
46879813,796180188946112512,Directed,5092
61937893,796180188946112512,Directed,5093
3397988056,796180188946112512,Directed,5094
55262283,796180188946112512,Directed,5095
1607093460,796180188946112512,Directed,5101
91338846,796180188946112512,Directed,5104
2814487623,796180188946112512,Directed,5112
4611673455,796180188946112512,Directed,5117
838074036592705537,796180188946112512,Directed,5129
2302674298,796180188946112512,Directed,5136
704660503696687108,796180188946112512,Directed,5163
844936947860750336,796180188946112512,Directed,5174
416723266,796180188946112512,Directed,5177
3891836741,796180188946112512,Directed,5182
2479366295,796180188946112512,Directed,5188
742064743352020992,796180188946112512,Directed,5196
2561755261,796180188946112512,Directed,5200
2453986312,796180188946112512,Directed,5203
3844813203,796180188946112512,Directed,5209
4230129717,796180188946112512,Directed,5211
4824739613,796180188946112512,Directed,5213
845658317632495616,796180188946112512,Directed,5214
351177150,796180188946112512,Directed,5221
273172052,796180188946112512,Directed,5229
382775549,796180188946112512,Directed,5245
928252584,796180188946112512,Directed,5248
768501582069690368,796180188946112512,Directed,5258
910616899905556482,796180188946112512,Directed,5262
4644147861,796180188946112512,Directed,5263
382321303,796180188946112512,Directed,5264
173497154,796180188946112512,Directed,5266
954306086,796180188946112512,Directed,5270
252672624,796180188946112512,Directed,5290
937559881,796180188946112512,Directed,5313
791386331872169984,796180188946112512,Directed,5315
33897947,796180188946112512,Directed,5333
61582904,796180188946112512,Directed,5343
64878730,796180188946112512,Directed,5347
25034471,796180188946112512,Directed,5350
2400117977,796180188946112512,Directed,5357
213142115,796180188946112512,Directed,5371
760294382851555333,796180188946112512,Directed,5382
2843103437,796180188946112512,Directed,5385
43144135,796180188946112512,Directed,5386
755918352338608132,796180188946112512,Directed,5418
837438633099526145,796180188946112512,Directed,5419
453555136,796180188946112512,Directed,5425
2944864060,796180188946112512,Directed,5448
838542583706095616,796180188946112512,Directed,5461
635886258,796180188946112512,Directed,5467
818953815361814528,796180188946112512,Directed,5473
66020040,796180188946112512,Directed,5483
133152091,796180188946112512,Directed,5489
310103934,796180188946112512,Directed,5491
926670500721577984,796180188946112512,Directed,5495
2658782264,796180188946112512,Directed,5497
2840783602,796180188946112512,Directed,5502
807006279600406529,796180188946112512,Directed,5515
735688493846827019,796180188946112512,Directed,5516
727525301098434560,796180188946112512,Directed,5528
888897563558121472,796180188946112512,Directed,5531
172981405,796180188946112512,Directed,5537
2297105677,796180188946112512,Directed,5540
111407530,796180188946112512,Directed,5547
144772794,796180188946112512,Directed,5548
949643811059355648,796180188946112512,Directed,5551
45425748,796180188946112512,Directed,5561
419129325,796180188946112512,Directed,5566
2196903325,796180188946112512,Directed,5568
904914834910830593,796180188946112512,Directed,5573
96890257,796180188946112512,Directed,5583
501326455,796180188946112512,Directed,5644
2760872441,796180188946112512,Directed,5648
3317187872,796180188946112512,Directed,5650
2605112405,796180188946112512,Directed,5670
72849180,796180188946112512,Directed,5681
114923568,796180188946112512,Directed,5688
88946240,796180188946112512,Directed,5724
929438066976215040,796180188946112512,Directed,5725
482540226,796180188946112512,Directed,5737
48131923,796180188946112512,Directed,5747
251812527,796180188946112512,Directed,5761
257566037,796180188946112512,Directed,5772
858500668394549249,796180188946112512,Directed,5773
226954939,796180188946112512,Directed,5783
2174653475,796180188946112512,Directed,5798
793899722448789504,796180188946112512,Directed,5803
139742707,796180188946112512,Directed,5812
69357566,796180188946112512,Directed,5813
44922533,796180188946112512,Directed,5825
38147943,796180188946112512,Directed,5832
887514450948915203,796180188946112512,Directed,5835
203344860,796180188946112512,Directed,5865
23006123,796180188946112512,Directed,5878
237747665,796180188946112512,Directed,5879
75265690,796180188946112512,Directed,5885
14482415,796180188946112512,Directed,5894
42254645,796180188946112512,Directed,5935
3261091391,796180188946112512,Directed,5941
252274782,796180188946112512,Directed,5964
336273174,796180188946112512,Directed,5969
216016031,796180188946112512,Directed,5980
137116660,796180188946112512,Directed,6017
174681950,796180188946112512,Directed,6019
127379099,796180188946112512,Directed,6029
55725856,796180188946112512,Directed,6049
2799213364,796180188946112512,Directed,6053
922883975756083203,796180188946112512,Directed,6066
51514819,796180188946112512,Directed,6091
55686888,796180188946112512,Directed,6094
151977469,796180188946112512,Directed,6099
74198459,796180188946112512,Directed,6117
765584976444358656,796180188946112512,Directed,6129
931875116304265216,796180188946112512,Directed,6132
146804691,796180188946112512,Directed,6135
96639729,796180188946112512,Directed,6138
222593619,796180188946112512,Directed,6139
4583503708,796180188946112512,Directed,6146
872564054916780032,796180188946112512,Directed,6148
188975978,796180188946112512,Directed,6150
1367781954,796180188946112512,Directed,6151
41378065,796180188946112512,Directed,6157
451831589,796180188946112512,Directed,6192
53979508,796180188946112512,Directed,6217
907464320807817217,796180188946112512,Directed,6232
2615620226,796180188946112512,Directed,6234
80468020,796180188946112512,Directed,6236
53665974,796180188946112512,Directed,6259
821823881958879232,796180188946112512,Directed,6271
108328008,796180188946112512,Directed,6280
2308646406,796180188946112512,Directed,6286
171758454,796180188946112512,Directed,6290
54503346,796180188946112512,Directed,6291
2836382008,796180188946112512,Directed,6299
2790547251,796180188946112512,Directed,6301
946456171933822978,796180188946112512,Directed,6312
