Source,Target,Type,Id
228716861,796180188946112512,Directed,6320
170373716,796180188946112512,Directed,6325
808940346,796180188946112512,Directed,6328
757999769746808832,796180188946112512,Directed,6334
285016992,796180188946112512,Directed,6353
3233839808,796180188946112512,Directed,6361
798378743496589312,796180188946112512,Directed,6364
29296762,796180188946112512,Directed,6365
298057917,796180188946112512,Directed,6367
58634781,796180188946112512,Directed,6383
262376984,796180188946112512,Directed,6392
852369142992838656,796180188946112512,Directed,6398
956218837703319552,796180188946112512,Directed,6405
52493236,796180188946112512,Directed,6406
152601193,796180188946112512,Directed,6407
51662103,796180188946112512,Directed,6442
173649209,796180188946112512,Directed,6458
3130421673,796180188946112512,Directed,6460
4900061055,796180188946112512,Directed,6467
83418080,796180188946112512,Directed,6469
118255317,796180188946112512,Directed,6472
2695637176,796180188946112512,Directed,6476
146132655,796180188946112512,Directed,6491
297413680,796180188946112512,Directed,6500
63139547,796180188946112512,Directed,6515
4409764497,796180188946112512,Directed,6533
14432756,796180188946112512,Directed,6543
896906314848370688,796180188946112512,Directed,6544
808368341274554369,796180188946112512,Directed,6546
929895210322202625,796180188946112512,Directed,6549
3292491790,796180188946112512,Directed,6551
2151577297,796180188946112512,Directed,6556
439405318,796180188946112512,Directed,6557
66405870,796180188946112512,Directed,6567
2909381763,796180188946112512,Directed,6569
4655791948,796180188946112512,Directed,6573
3941011049,796180188946112512,Directed,6578
342760826,796180188946112512,Directed,6580
832784731343183874,796180188946112512,Directed,6582
2732914066,796180188946112512,Directed,6583
1254037502,796180188946112512,Directed,6588
278818805,796180188946112512,Directed,6591
112819396,796180188946112512,Directed,6602
4867548280,796180188946112512,Directed,6606
279765959,796180188946112512,Directed,6608
1729316761,796180188946112512,Directed,6613
892739852395061249,796180188946112512,Directed,6614
2915961891,796180188946112512,Directed,6615
2957785193,796180188946112512,Directed,6620
739928438581153792,796180188946112512,Directed,6624
2550541515,796180188946112512,Directed,6625
3029853721,796180188946112512,Directed,6637
127262706,796180188946112512,Directed,6639
779396494810030080,796180188946112512,Directed,6644
2905555996,796180188946112512,Directed,6646
721403883461963776,796180188946112512,Directed,6654
1849902414,796180188946112512,Directed,6658
134222060,796180188946112512,Directed,6663
867056783751344129,796180188946112512,Directed,6673
2735183691,796180188946112512,Directed,6674
935647837337071616,796180188946112512,Directed,6678
629841491,796180188946112512,Directed,6680
337946882,796180188946112512,Directed,6685
2831632900,796180188946112512,Directed,6690
2438790608,796180188946112512,Directed,6691
18677428,796180188946112512,Directed,6692
2685208053,796180188946112512,Directed,6694
847906861,796180188946112512,Directed,6696
1416778224,796180188946112512,Directed,6698
1738741117,796180188946112512,Directed,6700
857390318471319556,796180188946112512,Directed,6701
893172499776765952,796180188946112512,Directed,6703
1599810740,796180188946112512,Directed,6708
152454327,796180188946112512,Directed,6710
4916618740,796180188946112512,Directed,6712
787446786,796180188946112512,Directed,6723
331738218,796180188946112512,Directed,6724
88448104,796180188946112512,Directed,6729
3383358437,796180188946112512,Directed,6731
149345493,796180188946112512,Directed,6737
74333021,796180188946112512,Directed,6739
4644850276,796180188946112512,Directed,6742
942414035542212611,796180188946112512,Directed,6744
841408022492643328,796180188946112512,Directed,6752
63824995,796180188946112512,Directed,6753
107723165,796180188946112512,Directed,6755
15833559,796180188946112512,Directed,6764
189689217,796180188946112512,Directed,6769
68736192,796180188946112512,Directed,6773
96653594,796180188946112512,Directed,6774
855788522569125890,796180188946112512,Directed,6775
2474434115,796180188946112512,Directed,6778
840028747,796180188946112512,Directed,6787
34696036,796180188946112512,Directed,6788
2729083137,796180188946112512,Directed,6791
79479825,796180188946112512,Directed,6800
176618654,796180188946112512,Directed,6804
69428038,796180188946112512,Directed,6807
934914248328798210,796180188946112512,Directed,6809
938204564460916737,796180188946112512,Directed,6822
3415862903,796180188946112512,Directed,6826
761677564674973696,796180188946112512,Directed,6831
2518034952,796180188946112512,Directed,6833
2543472187,796180188946112512,Directed,6839
860642515,796180188946112512,Directed,6860
497356976,796180188946112512,Directed,6871
56526847,796180188946112512,Directed,6872
341501363,796180188946112512,Directed,6873
616744277,796180188946112512,Directed,6875
928705477336272896,796180188946112512,Directed,6896
2897202189,796180188946112512,Directed,6899
3229633541,796180188946112512,Directed,6902
23165952,796180188946112512,Directed,6904
318650518,796180188946112512,Directed,6905
198572313,796180188946112512,Directed,6917
101215240,796180188946112512,Directed,6938
3438662447,796180188946112512,Directed,6950
2771502867,796180188946112512,Directed,6953
1426826864,796180188946112512,Directed,6958
781325194614964224,796180188946112512,Directed,6976
3670175775,796180188946112512,Directed,6979
709490290,796180188946112512,Directed,6980
598701130,796180188946112512,Directed,6981
52932147,796180188946112512,Directed,6998
1529467746,796180188946112512,Directed,7000
3335748922,796180188946112512,Directed,7005
733028534956888064,796180188946112512,Directed,7012
61048137,796180188946112512,Directed,7013
11093042,796180188946112512,Directed,7019
240837038,796180188946112512,Directed,7022
2458952131,796180188946112512,Directed,7035
2660663940,796180188946112512,Directed,7039
169702930,796180188946112512,Directed,7042
2717131142,796180188946112512,Directed,7057
2339475648,796180188946112512,Directed,7059
17692337,796180188946112512,Directed,7070
935277377122373632,796180188946112512,Directed,7074
75883490,796180188946112512,Directed,7075
375067708,796180188946112512,Directed,7076
891692965344751616,796180188946112512,Directed,7092
271493297,796180188946112512,Directed,7096
12902052,796180188946112512,Directed,7101
362161460,796180188946112512,Directed,7103
863614124202373120,796180188946112512,Directed,7105
883856425092603904,796180188946112512,Directed,7107
774651723063390208,796180188946112512,Directed,7115
855901709666844672,796180188946112512,Directed,7120
93439397,796180188946112512,Directed,7127
2800353382,796180188946112512,Directed,7138
2536367916,796180188946112512,Directed,7141
51724836,796180188946112512,Directed,7146
122938195,796180188946112512,Directed,7152
1053843626,796180188946112512,Directed,7153
63324684,796180188946112512,Directed,7168
4159402413,796180188946112512,Directed,7169
2979912641,796180188946112512,Directed,7176
786268371427921920,796180188946112512,Directed,7177
703820155,796180188946112512,Directed,7179
167127498,796180188946112512,Directed,7185
270076179,796180188946112512,Directed,7193
789770605721772032,796180188946112512,Directed,7194
4159434561,796180188946112512,Directed,7202
736561771012608000,796180188946112512,Directed,7206
730916644621553664,796180188946112512,Directed,7212
174857450,796180188946112512,Directed,7216
36017685,796180188946112512,Directed,7222
468876028,796180188946112512,Directed,7248
49730840,796180188946112512,Directed,7249
4462049056,796180188946112512,Directed,7252
4159561234,796180188946112512,Directed,7253
1714244149,796180188946112512,Directed,7260
775062518,796180188946112512,Directed,7263
286800757,796180188946112512,Directed,7264
499174826,796180188946112512,Directed,7271
777202469671690240,796180188946112512,Directed,7272
3508178301,796180188946112512,Directed,7274
940622693291974657,796180188946112512,Directed,7276
2277831423,796180188946112512,Directed,7281
4462045233,796180188946112512,Directed,7286
1164498596,796180188946112512,Directed,7287
211166317,796180188946112512,Directed,7292
817195283847254018,796180188946112512,Directed,7295
922557859,796180188946112512,Directed,7296
4228898776,796180188946112512,Directed,7308
2518354729,796180188946112512,Directed,7313
2860659120,796180188946112512,Directed,7318
714491166692081664,796180188946112512,Directed,7325
871369519666790400,796180188946112512,Directed,7326
317863657,796180188946112512,Directed,7327
27733043,796180188946112512,Directed,7332
89493734,796180188946112512,Directed,7335
897224643886690309,796180188946112512,Directed,7336
67109280,796180188946112512,Directed,7341
1901783222,796180188946112512,Directed,7342
276597344,796180188946112512,Directed,7352
64768118,796180188946112512,Directed,7353
1426658011,796180188946112512,Directed,7356
360344062,796180188946112512,Directed,7360
1548959606,796180188946112512,Directed,7361
775007587871944704,796180188946112512,Directed,7362
326461018,796180188946112512,Directed,7363
126627936,796180188946112512,Directed,7365
843957089726808064,796180188946112512,Directed,7366
787343426765414400,796180188946112512,Directed,7367
3021765165,796180188946112512,Directed,7370
3895012156,796180188946112512,Directed,7385
714539263996661760,796180188946112512,Directed,7393
2235282426,796180188946112512,Directed,7394
155021806,796180188946112512,Directed,7395
816442673418665986,796180188946112512,Directed,7396
420099690,796180188946112512,Directed,7400
2878822020,796180188946112512,Directed,7411
1554280398,796180188946112512,Directed,7413
4018248017,796180188946112512,Directed,7416
1201007731,796180188946112512,Directed,7420
929770668320874496,796180188946112512,Directed,7422
894222580927913984,796180188946112512,Directed,7423
583971297,796180188946112512,Directed,7431
117097189,796180188946112512,Directed,7438
2769977209,796180188946112512,Directed,7439
130309184,796180188946112512,Directed,7440
792454359502159873,796180188946112512,Directed,7441
4364047647,796180188946112512,Directed,7443
789705925,796180188946112512,Directed,7447
509068987,796180188946112512,Directed,7450
4322206281,796180188946112512,Directed,7464
296447346,796180188946112512,Directed,7466
2292183236,796180188946112512,Directed,7467
2264655715,796180188946112512,Directed,7471
3330501507,796180188946112512,Directed,7474
385462118,796180188946112512,Directed,7476
37061551,796180188946112512,Directed,7480
2257012682,796180188946112512,Directed,7487
2640913304,796180188946112512,Directed,7488
61572110,796180188946112512,Directed,7493
393629014,796180188946112512,Directed,7495
53978402,796180188946112512,Directed,7497
133453151,796180188946112512,Directed,7498
224833150,796180188946112512,Directed,7503
956284562,796180188946112512,Directed,7508
8205502,796180188946112512,Directed,7509
62952255,796180188946112512,Directed,7512
352444593,796180188946112512,Directed,7514
843646257591713792,796180188946112512,Directed,7520
75772981,796180188946112512,Directed,7529
50289960,796180188946112512,Directed,7531
308148392,796180188946112512,Directed,7533
747060801769508864,796180188946112512,Directed,7534
895227350744543233,796180188946112512,Directed,7537
116870579,796180188946112512,Directed,7543
2609357698,796180188946112512,Directed,7545
762476989,796180188946112512,Directed,7546
61317302,796180188946112512,Directed,7552
103346408,796180188946112512,Directed,7560
926085590768148480,796180188946112512,Directed,7564
797866556260810756,796180188946112512,Directed,7571
59295186,796180188946112512,Directed,7572
492457380,796180188946112512,Directed,7576
2922142019,796180188946112512,Directed,7583
2985880853,796180188946112512,Directed,7598
714959835599609857,796180188946112512,Directed,7599
131915783,796180188946112512,Directed,7600
110926359,796180188946112512,Directed,7602
1118285462,796180188946112512,Directed,7619
96895706,796180188946112512,Directed,7622
489803040,796180188946112512,Directed,7625
473225935,796180188946112512,Directed,7643
816432371461451777,796180188946112512,Directed,7646
2536223416,796180188946112512,Directed,7649
76810481,796180188946112512,Directed,7650
286962711,796180188946112512,Directed,7655
207555533,796180188946112512,Directed,7656
883681504890585089,796180188946112512,Directed,7667
132877616,796180188946112512,Directed,7668
100876499,796180188946112512,Directed,7671
437822757,796180188946112512,Directed,7674
287922261,796180188946112512,Directed,7677
118119555,796180188946112512,Directed,7681
826022046782070784,796180188946112512,Directed,7686
837364017450614784,796180188946112512,Directed,7687
898015422,796180188946112512,Directed,7696
2288820162,796180188946112512,Directed,7717
82938208,796180188946112512,Directed,7720
266198978,796180188946112512,Directed,7722
926588215007547392,796180188946112512,Directed,7727
178491318,796180188946112512,Directed,7743
245558280,796180188946112512,Directed,7751
130250482,796180188946112512,Directed,7755
1000129280,796180188946112512,Directed,7756
886112587347353600,796180188946112512,Directed,7759
929531975047811074,796180188946112512,Directed,7761
519550339,796180188946112512,Directed,7772
1508080525,796180188946112512,Directed,7778
701900970192719873,796180188946112512,Directed,7779
1947873211,796180188946112512,Directed,7782
86543956,796180188946112512,Directed,7783
773998281106087936,796180188946112512,Directed,7784
951110875037028353,796180188946112512,Directed,7785
204099078,796180188946112512,Directed,7788
106734502,796180188946112512,Directed,7794
2297867739,796180188946112512,Directed,7796
3298716877,796180188946112512,Directed,7799
832586633568464898,796180188946112512,Directed,7801
321676643,796180188946112512,Directed,7803
4099199475,796180188946112512,Directed,7808
2591867012,796180188946112512,Directed,7813
219749035,796180188946112512,Directed,7815
503418121,796180188946112512,Directed,7820
3349188323,796180188946112512,Directed,7828
913515999894425600,796180188946112512,Directed,7839
4318910956,796180188946112512,Directed,7841
4809170955,796180188946112512,Directed,7843
20514094,796180188946112512,Directed,7844
234537860,796180188946112512,Directed,7850
2783878157,796180188946112512,Directed,7862
942540518222901249,796180188946112512,Directed,7864
54961699,796180188946112512,Directed,7870
150010999,796180188946112512,Directed,7872
3248158139,796180188946112512,Directed,7878
376569564,796180188946112512,Directed,7879
896213196310183936,796180188946112512,Directed,7880
56477479,796180188946112512,Directed,7882
2779437840,796180188946112512,Directed,7886
3423126725,796180188946112512,Directed,7891
1606181900,796180188946112512,Directed,7904
2161362673,796180188946112512,Directed,7905
129082283,796180188946112512,Directed,7913
357018381,796180188946112512,Directed,7920
3318143057,796180188946112512,Directed,7930
494255720,796180188946112512,Directed,7936
828846014576656384,796180188946112512,Directed,7937
88975620,796180188946112512,Directed,7948
49021905,796180188946112512,Directed,7956
53129245,796180188946112512,Directed,7959
186629989,796180188946112512,Directed,7960
57014438,796180188946112512,Directed,7970
353039357,796180188946112512,Directed,7974
936954011609116672,796180188946112512,Directed,7975
2453272146,796180188946112512,Directed,7976
1460885209,796180188946112512,Directed,7978
845836906374057984,796180188946112512,Directed,7986
180988308,796180188946112512,Directed,7988
1249686720,796180188946112512,Directed,7992
3253021745,796180188946112512,Directed,7993
295742683,796180188946112512,Directed,8002
3141617296,796180188946112512,Directed,8011
320227036,796180188946112512,Directed,8013
65531157,796180188946112512,Directed,8015
2249236136,796180188946112512,Directed,8020
164335624,796180188946112512,Directed,8021
956745780,796180188946112512,Directed,8022
45180908,796180188946112512,Directed,8025
2582408420,796180188946112512,Directed,8029
192608833,796180188946112512,Directed,8031
154293437,796180188946112512,Directed,8035
338622296,796180188946112512,Directed,8037
162589499,796180188946112512,Directed,8046
709858780905865216,796180188946112512,Directed,8050
565738894,796180188946112512,Directed,8052
2969622046,796180188946112512,Directed,8059
78073920,796180188946112512,Directed,8061
942122953235468288,796180188946112512,Directed,8066
783381398895853568,796180188946112512,Directed,8068
2800513734,796180188946112512,Directed,8070
4582466177,796180188946112512,Directed,8074
69940723,796180188946112512,Directed,8093
56459836,796180188946112512,Directed,8096
891841460580102145,796180188946112512,Directed,8115
206433515,796180188946112512,Directed,8118
469373450,796180188946112512,Directed,8124
928056257944145921,796180188946112512,Directed,8125
3436697873,796180188946112512,Directed,8128
19327250,796180188946112512,Directed,8129
77744828,796180188946112512,Directed,8136
781222219,796180188946112512,Directed,8137
489786827,796180188946112512,Directed,8141
95738795,796180188946112512,Directed,8146
236491197,796180188946112512,Directed,8148
449040159,796180188946112512,Directed,8154
2352683372,796180188946112512,Directed,8155
408861359,796180188946112512,Directed,8159
283704383,796180188946112512,Directed,8166
938172809414619136,796180188946112512,Directed,8168
166797554,796180188946112512,Directed,8171
1560632046,796180188946112512,Directed,8173
58826200,796180188946112512,Directed,8177
390953165,796180188946112512,Directed,8182
316182341,796180188946112512,Directed,8187
222895276,796180188946112512,Directed,8189
1592323494,796180188946112512,Directed,8193
3234584834,796180188946112512,Directed,8205
35968962,796180188946112512,Directed,8212
3262266334,796180188946112512,Directed,8217
109631661,796180188946112512,Directed,8224
227394012,796180188946112512,Directed,8238
92342467,796180188946112512,Directed,8240
2981398547,796180188946112512,Directed,8241
927930232685854722,796180188946112512,Directed,8243
78978220,796180188946112512,Directed,8245
169457952,796180188946112512,Directed,8249
2188802859,796180188946112512,Directed,8258
2274630924,796180188946112512,Directed,8277
4057271055,796180188946112512,Directed,8279
71879220,796180188946112512,Directed,8281
3365319329,796180188946112512,Directed,8289
279221657,796180188946112512,Directed,8290
3181686693,796180188946112512,Directed,8295
326397988,796180188946112512,Directed,8301
54365311,796180188946112512,Directed,8305
2830865127,796180188946112512,Directed,8307
3665430202,796180188946112512,Directed,8322
541661543,796180188946112512,Directed,8324
928378748080214016,796180188946112512,Directed,8328
74227723,796180188946112512,Directed,8342
3234035197,796180188946112512,Directed,8348
3405098518,796180188946112512,Directed,8363
885298730760634369,796180188946112512,Directed,8365
430130846,796180188946112512,Directed,8368
3449805676,796180188946112512,Directed,8375
1015450488,796180188946112512,Directed,8379
65501167,796180188946112512,Directed,8381
57313856,796180188946112512,Directed,8385
56824888,796180188946112512,Directed,8388
322088053,796180188946112512,Directed,8392
2277691183,796180188946112512,Directed,8397
2172302936,796180188946112512,Directed,8408
29355730,796180188946112512,Directed,8414
185507264,796180188946112512,Directed,8425
3471848303,796180188946112512,Directed,8443
4042596916,796180188946112512,Directed,8448
872102932640133124,796180188946112512,Directed,8449
2173026541,796180188946112512,Directed,8450
560459438,796180188946112512,Directed,8452
378811189,796180188946112512,Directed,8455
943588738524999681,796180188946112512,Directed,8467
189988061,796180188946112512,Directed,8469
457003830,796180188946112512,Directed,8471
3303020097,796180188946112512,Directed,8476
99196711,796180188946112512,Directed,8483
232259441,796180188946112512,Directed,8487
276233555,796180188946112512,Directed,8490
303505171,796180188946112512,Directed,8491
111729861,796180188946112512,Directed,8497
790906762924810240,796180188946112512,Directed,8504
898653259161841664,796180188946112512,Directed,8506
60391806,796180188946112512,Directed,8510
66252839,796180188946112512,Directed,8516
3027664197,796180188946112512,Directed,8517
3392162057,796180188946112512,Directed,8526
431172236,796180188946112512,Directed,8528
46231100,796180188946112512,Directed,8541
821852953166409729,796180188946112512,Directed,8547
145695327,796180188946112512,Directed,8550
354514701,796180188946112512,Directed,8555
476800745,796180188946112512,Directed,8556
4718795297,796180188946112512,Directed,8561
909922624242843648,796180188946112512,Directed,8569
490709115,796180188946112512,Directed,8570
322615693,796180188946112512,Directed,8571
731207574570319872,796180188946112512,Directed,8573
4632919454,796180188946112512,Directed,8576
31622624,796180188946112512,Directed,8579
2257756825,796180188946112512,Directed,8580
208661936,796180188946112512,Directed,8584
81948392,796180188946112512,Directed,8585
955850826823675904,796180188946112512,Directed,8600
1608204385,796180188946112512,Directed,8604
3298221201,796180188946112512,Directed,8605
2584976425,796180188946112512,Directed,8613
900169758632488960,796180188946112512,Directed,8616
764548860391911424,796180188946112512,Directed,8618
287962489,796180188946112512,Directed,8619
105911508,796180188946112512,Directed,8624
856662643930738689,796180188946112512,Directed,8625
765650970529456129,796180188946112512,Directed,8630
3023641203,796180188946112512,Directed,8631
144947760,796180188946112512,Directed,8633
3292800323,796180188946112512,Directed,8635
883127799107768320,796180188946112512,Directed,8641
67045362,796180188946112512,Directed,8644
62049630,796180188946112512,Directed,8646
2928059320,796180188946112512,Directed,8654
2841567581,796180188946112512,Directed,8655
14904591,796180188946112512,Directed,8658
4243813817,796180188946112512,Directed,8660
2767915601,796180188946112512,Directed,8664
2324561942,796180188946112512,Directed,8668
891812810275074050,796180188946112512,Directed,8669
862029329676611585,796180188946112512,Directed,8670
50018747,796180188946112512,Directed,8671
822827223388450817,796180188946112512,Directed,8672
57097341,796180188946112512,Directed,8674
21816283,796180188946112512,Directed,8676
8169392,796180188946112512,Directed,8677
235983704,796180188946112512,Directed,8678
750540388327387136,796180188946112512,Directed,8679
4755841468,796180188946112512,Directed,8681
35526656,796180188946112512,Directed,8685
829154445858635776,796180188946112512,Directed,8687
285994143,796180188946112512,Directed,8688
200940371,796180188946112512,Directed,8692
839153447765229568,796180188946112512,Directed,8693
228803871,796180188946112512,Directed,8696
102500721,796180188946112512,Directed,8697
192583262,796180188946112512,Directed,8703
956190948245065728,796180188946112512,Directed,8706
27254072,796180188946112512,Directed,8709
711707699394813956,796180188946112512,Directed,8710
726475255997452288,796180188946112512,Directed,8716
3245841609,796180188946112512,Directed,8717
2632700009,796180188946112512,Directed,8722
33109684,796180188946112512,Directed,8723
453947287,796180188946112512,Directed,8724
56411371,796180188946112512,Directed,8734
1306061311,796180188946112512,Directed,8736
70428838,796180188946112512,Directed,8741
55102276,796180188946112512,Directed,8744
74502190,796180188946112512,Directed,8763
790648879586893824,796180188946112512,Directed,8768
1219798106,796180188946112512,Directed,8772
701122291153944576,796180188946112512,Directed,8773
713524507546398720,796180188946112512,Directed,8780
825452318250393600,796180188946112512,Directed,8784
740665893953376257,796180188946112512,Directed,8785
755822894341558274,796180188946112512,Directed,8787
849943354611728384,796180188946112512,Directed,8788
189987849,796180188946112512,Directed,8799
931272276972097536,796180188946112512,Directed,8800
1025133433,796180188946112512,Directed,8803
706167688889024512,796180188946112512,Directed,8813
383399694,796180188946112512,Directed,8814
2190900457,796180188946112512,Directed,8815
755767561275465728,796180188946112512,Directed,8819
89490692,796180188946112512,Directed,8820
16056891,796180188946112512,Directed,8821
384082224,796180188946112512,Directed,8829
2581231236,796180188946112512,Directed,8833
331104538,796180188946112512,Directed,8836
837403743742279685,796180188946112512,Directed,8839
707700007663738881,796180188946112512,Directed,8840
1469847758,796180188946112512,Directed,8841
105028391,796180188946112512,Directed,8843
2398553107,796180188946112512,Directed,8846
3141979607,796180188946112512,Directed,8849
773017860369186816,796180188946112512,Directed,8853
849791771538272257,796180188946112512,Directed,8855
63503501,796180188946112512,Directed,8856
792489036,796180188946112512,Directed,8857
564085978,796180188946112512,Directed,8858
129651466,796180188946112512,Directed,8859
840580887901327362,796180188946112512,Directed,8861
844220569981784065,796180188946112512,Directed,8862
711359252447813632,796180188946112512,Directed,8866
96275268,796180188946112512,Directed,8879
951927290035916800,796180188946112512,Directed,8883
62336466,796180188946112512,Directed,8899
2156875789,796180188946112512,Directed,8904
954576842,796180188946112512,Directed,8911
69753649,796180188946112512,Directed,8913
2473289401,796180188946112512,Directed,8916
165313424,796180188946112512,Directed,8918
955820158341218304,796180188946112512,Directed,8919
2555521224,796180188946112512,Directed,8920
1150575792,796180188946112512,Directed,8927
3189464231,796180188946112512,Directed,8931
3450612075,796180188946112512,Directed,8936
96811076,796180188946112512,Directed,8937
99490897,796180188946112512,Directed,8938
2871191079,796180188946112512,Directed,8940
118795988,796180188946112512,Directed,8941
2690893170,796180188946112512,Directed,8943
2453735875,796180188946112512,Directed,8949
361361900,796180188946112512,Directed,8952
956187169760186370,796180188946112512,Directed,8953
126799788,796180188946112512,Directed,8958
611347653,796180188946112512,Directed,8960
35046005,796180188946112512,Directed,8962
263372993,796180188946112512,Directed,8967
2722009479,796180188946112512,Directed,8972
2721270543,796180188946112512,Directed,8977
1183781820,796180188946112512,Directed,8980
772495682,796180188946112512,Directed,8985
195131345,796180188946112512,Directed,8988
2156771838,796180188946112512,Directed,8994
942045529231511552,796180188946112512,Directed,9000
126355152,796180188946112512,Directed,9006
68549357,796180188946112512,Directed,9011
352704076,796180188946112512,Directed,9013
783711911456145408,796180188946112512,Directed,9014
71516204,796180188946112512,Directed,9015
135712706,796180188946112512,Directed,9017
946468494161440768,796180188946112512,Directed,9018
121257965,796180188946112512,Directed,9025
750168355613663233,796180188946112512,Directed,9026
211779341,796180188946112512,Directed,9031
725523468490555393,796180188946112512,Directed,9036
52821901,796180188946112512,Directed,9038
3406521430,796180188946112512,Directed,9039
3082986334,796180188946112512,Directed,9040
721244929045983232,796180188946112512,Directed,9043
184511780,796180188946112512,Directed,9046
193973118,796180188946112512,Directed,9050
333717789,796180188946112512,Directed,9059
802292040407064576,796180188946112512,Directed,9063
69734618,796180188946112512,Directed,9068
378952857,796180188946112512,Directed,9071
831536177035505664,796180188946112512,Directed,9072
718240746244018180,796180188946112512,Directed,9074
48034370,796180188946112512,Directed,9076
710959307391635457,796180188946112512,Directed,9084
296432997,796180188946112512,Directed,9087
4757633733,796180188946112512,Directed,9090
51360044,796180188946112512,Directed,9093
258099723,796180188946112512,Directed,9095
808467170640482304,796180188946112512,Directed,9101
778996522549649408,796180188946112512,Directed,9105
17169732,796180188946112512,Directed,9117
246867954,796180188946112512,Directed,9119
2409396966,796180188946112512,Directed,9124
29264875,796180188946112512,Directed,9125
64415200,796180188946112512,Directed,9137
879878792881348609,796180188946112512,Directed,9139
2468765535,796180188946112512,Directed,9142
386189069,796180188946112512,Directed,9143
884054825058611202,796180188946112512,Directed,9146
1691088487,796180188946112512,Directed,9154
730084633258426368,796180188946112512,Directed,9157
30201853,796180188946112512,Directed,9158
73979580,796180188946112512,Directed,9159
956185100512841728,796180188946112512,Directed,9168
2157412782,796180188946112512,Directed,9171
1206707808,796180188946112512,Directed,9173
515628260,796180188946112512,Directed,9174
58068140,796180188946112512,Directed,9175
2365846410,796180188946112512,Directed,9179
290530485,796180188946112512,Directed,9183
514327766,796180188946112512,Directed,9199
49934787,796180188946112512,Directed,9202
2863014190,796180188946112512,Directed,9214
946594878678536192,796180188946112512,Directed,9217
874036490447331328,796180188946112512,Directed,9222
905402113395740673,796180188946112512,Directed,9223
886771329533448193,796180188946112512,Directed,9224
3410495045,796180188946112512,Directed,9226
2748637479,796180188946112512,Directed,9232
945832000371478529,796180188946112512,Directed,9234
4038032945,796180188946112512,Directed,9237
1083526796,796180188946112512,Directed,9240
476245278,796180188946112512,Directed,9243
916671777555795968,796180188946112512,Directed,9250
152792749,796180188946112512,Directed,9258
1541513856,796180188946112512,Directed,9261
32277382,796180188946112512,Directed,9263
843135376931872769,796180188946112512,Directed,9267
850956948,796180188946112512,Directed,9273
118459744,796180188946112512,Directed,9274
53902385,796180188946112512,Directed,9276
249744965,796180188946112512,Directed,9279
870678636277399552,796180188946112512,Directed,9285
1629351451,796180188946112512,Directed,9291
187587788,796180188946112512,Directed,9297
832131476233805824,796180188946112512,Directed,9313
3432350933,796180188946112512,Directed,9316
322675003,796180188946112512,Directed,9330
1410683911,796180188946112512,Directed,9334
917122587121078275,796180188946112512,Directed,9335
916824762323697664,796180188946112512,Directed,9339
401420117,796180188946112512,Directed,9348
835467935485411328,796180188946112512,Directed,9353
370860598,796180188946112512,Directed,9354
1904520518,796180188946112512,Directed,9358
946513185326227460,796180188946112512,Directed,9360
1112736985,796180188946112512,Directed,9361
396191481,796180188946112512,Directed,9365
1723375146,796180188946112512,Directed,9370
932598708,796180188946112512,Directed,9377
2252173290,796180188946112512,Directed,9379
256304312,796180188946112512,Directed,9380
178405612,796180188946112512,Directed,9384
2895086529,796180188946112512,Directed,9385
904869386649042944,796180188946112512,Directed,9392
2992533382,796180188946112512,Directed,9400
174005006,796180188946112512,Directed,9401
2411312370,796180188946112512,Directed,9407
296432201,796180188946112512,Directed,9412
66565470,796180188946112512,Directed,9413
37130895,796180188946112512,Directed,9415
3387751947,796180188946112512,Directed,9416
760994758625992704,796180188946112512,Directed,9422
3092216933,796180188946112512,Directed,9424
61936860,796180188946112512,Directed,9429
939619999928475648,796180188946112512,Directed,9438
717090866402295808,796180188946112512,Directed,9445
3295672152,796180188946112512,Directed,9462
2538053700,796180188946112512,Directed,9475
150611962,796180188946112512,Directed,9477
955475701213417472,796180188946112512,Directed,9478
137389331,796180188946112512,Directed,9484
2597719474,796180188946112512,Directed,9487
878810302090969089,796180188946112512,Directed,9503
903571047596916736,796180188946112512,Directed,9506
424579713,796180188946112512,Directed,9508
428365633,796180188946112512,Directed,9517
385477274,796180188946112512,Directed,9527
108063798,796180188946112512,Directed,9529
386801625,796180188946112512,Directed,9530
69034370,796180188946112512,Directed,9532
892983885327413249,796180188946112512,Directed,9545
3160699630,796180188946112512,Directed,9548
2964600857,796180188946112512,Directed,9558
2964598271,796180188946112512,Directed,9582
231575875,796180188946112512,Directed,9598
348784601,796180188946112512,Directed,9601
72705125,796180188946112512,Directed,9604
910346672894566402,796180188946112512,Directed,9612
20245684,796180188946112512,Directed,9613
2976664313,796180188946112512,Directed,9617
803592736171589632,796180188946112512,Directed,9620
813598516719325184,796180188946112512,Directed,9627
108246804,796180188946112512,Directed,9630
77762718,796180188946112512,Directed,9639
3020468129,796180188946112512,Directed,9654
567180223,796180188946112512,Directed,9656
821759109229854720,796180188946112512,Directed,9661
463009896,796180188946112512,Directed,9663
883703106390937601,796180188946112512,Directed,9666
2949666197,796180188946112512,Directed,9673
153922272,796180188946112512,Directed,9681
2706816902,796180188946112512,Directed,9683
561649957,796180188946112512,Directed,9685
730944931150372864,796180188946112512,Directed,9698
952328359287062528,796180188946112512,Directed,9707
3229721602,796180188946112512,Directed,9736
3732419595,796180188946112512,Directed,9748
231105119,796180188946112512,Directed,9757
948381409017819136,796180188946112512,Directed,9766
3005568640,796180188946112512,Directed,9814
