Source,Target,Type,Id,Label,timeset,Weight
809123748590850048,75031882,Directed,98,,,1
152997608,75031882,Directed,187,,,1
331139151,75031882,Directed,188,,,1
949643811059355648,75031882,Directed,193,,,1
956182299141378050,45473463,Directed,279,,,1
884921137934860288,75031882,Directed,296,,,4
853726604,45473463,Directed,357,,,1
371371262,45473463,Directed,489,,,1
1081450010,45473463,Directed,706,,,1
884921137934860288,2172348015,Directed,733,,,1
2778495262,45473463,Directed,783,,,1
2922044296,45473463,Directed,805,,,1
206353780,45473463,Directed,961,,,1
1006388850,45473463,Directed,969,,,1
2844228765,45473463,Directed,1024,,,1
3091431887,45473463,Directed,1033,,,1
56456210,45473463,Directed,1087,,,1
922124793914195968,45473463,Directed,1197,,,1
435718820,45473463,Directed,1302,,,1
34533731,45473463,Directed,1357,,,1
114989180,45473463,Directed,1371,,,1
567789577,45473463,Directed,1376,,,1
231202138,45473463,Directed,1381,,,1
208112870,45473463,Directed,1400,,,1
815281266165739521,45473463,Directed,1474,,,1
872564054916780032,45473463,Directed,1493,,,1
170152042,45473463,Directed,1712,,,1
439747637,75031882,Directed,1725,,,1
316469790,45473463,Directed,1814,,,1
899756952460427266,45473463,Directed,1952,,,1
330377425,45473463,Directed,2232,,,1
331139151,45473463,Directed,2314,,,1
167075969,75031882,Directed,2349,,,1
2661690406,45473463,Directed,2486,,,1
835614453433511936,45473463,Directed,2590,,,1
2787474800,45473463,Directed,2691,,,1
153573436,45473463,Directed,2713,,,1
69031017,799512161177452544,Directed,2714,,,1
2811462838,45473463,Directed,2743,,,1
2593985479,45473463,Directed,2824,,,1
64768118,45473463,Directed,2849,,,1
12747382,45473463,Directed,2852,,,1
880118434088067082,45473463,Directed,2875,,,1
61046593,45473463,Directed,2887,,,1
2562085430,45473463,Directed,2919,,,1
375787696,45473463,Directed,2932,,,1
16678140,45473463,Directed,2976,,,1
152997608,45473463,Directed,3013,,,1
1405508958,45473463,Directed,3071,,,1
872102932640133124,45473463,Directed,3130,,,1
73478318,45473463,Directed,3348,,,1
3293968792,45473463,Directed,3560,,,1
88502946,45473463,Directed,3647,,,1
35022515,45473463,Directed,3670,,,1
233962372,45473463,Directed,3693,,,1
35022515,39522911,Directed,3776,,,2
376383109,45473463,Directed,3793,,,1
855167058585296896,45473463,Directed,3803,,,1
3298716877,45473463,Directed,3804,,,1
3293990733,45473463,Directed,3844,,,1
1403421871,45473463,Directed,3914,,,1
2813928273,45473463,Directed,3943,,,1
724030102552645633,45473463,Directed,3961,,,1
298207476,45473463,Directed,3983,,,1
390713118,75031882,Directed,4173,,,1
162829442,75031882,Directed,4184,,,1
332266556,45473463,Directed,4258,,,1
105473440,45473463,Directed,4337,,,1
2817449071,75031882,Directed,4355,,,1
830877357229608960,45473463,Directed,4428,,,1
4639268897,45473463,Directed,4429,,,1
1729316761,45473463,Directed,4431,,,1
2340788700,45473463,Directed,4436,,,1
1473666246,45473463,Directed,4507,,,1
439747637,45473463,Directed,4563,,,1
208236237,45473463,Directed,4616,,,1
752293737733251074,45473463,Directed,4632,,,1
86166781,45473463,Directed,4698,,,1
70693179,45473463,Directed,4746,,,1
19350237,45473463,Directed,4752,,,1
716413282295349248,45473463,Directed,4827,,,1
846501364066914304,45473463,Directed,4843,,,1
863614124202373120,45473463,Directed,4898,,,1
1163848063,45473463,Directed,4920,,,2
956166300832804864,45473463,Directed,4928,,,1
176618654,45473463,Directed,4935,,,2
3130421673,39522911,Directed,4941,,,1
517987558,45473463,Directed,4958,,,1
27702071,45473463,Directed,5106,,,2
4843248105,45473463,Directed,5107,,,1
873139116401209346,45473463,Directed,5130,,,3
719854447,45473463,Directed,5133,,,1
1128787717,45473463,Directed,5168,,,1
69031017,45473463,Directed,5207,,,1
17234647,45473463,Directed,5223,,,1
2817449071,45473463,Directed,5257,,,1
27702071,549408467,Directed,5289,,,1
2347056488,45473463,Directed,5318,,,1
65815189,45473463,Directed,5334,,,1
790648879586893824,45473463,Directed,5335,,,1
162829442,45473463,Directed,5436,,,1
46180835,45473463,Directed,5494,,,1
179263223,45473463,Directed,5521,,,1
904914834910830593,45473463,Directed,5575,,,1
123567016,45473463,Directed,5655,,,1
837438633099526145,45473463,Directed,5672,,,1
214957551,45473463,Directed,5675,,,1
826050391422939136,45473463,Directed,5717,,,1
337308428,45473463,Directed,5729,,,1
114238247,45473463,Directed,5756,,,1
908325427739062274,45473463,Directed,5768,,,1
3317552218,45473463,Directed,5789,,,1
186965350,45473463,Directed,5849,,,1
737054059421683712,45473463,Directed,5861,,,1
178553405,45473463,Directed,5893,,,1
49351364,45473463,Directed,5966,,,1
708244731,45473463,Directed,5978,,,1
884921137934860288,39522911,Directed,6004,,,1
851886199820226560,45473463,Directed,6154,,,1
859949755,45473463,Directed,6300,,,1
2877011656,45473463,Directed,6426,,,1
1527912313,75031882,Directed,6433,,,1
3415862903,45473463,Directed,6505,,,1
2210270314,45473463,Directed,6550,,,1
716304316651421697,45473463,Directed,6574,,,2
152601193,45473463,Directed,6688,,,1
132227301,45473463,Directed,6768,,,1
805020470714257408,45473463,Directed,6874,,,1
2956594157,45473463,Directed,6954,,,1
107529978,45473463,Directed,6968,,,1
1151388890,1151388890,Directed,7072,,,12
2499264621,45473463,Directed,7094,,,1
27733043,45473463,Directed,7106,,,1
901147122795458562,45473463,Directed,7116,,,1
761677564674973696,45473463,Directed,7126,,,1
93439397,45473463,Directed,7200,,,1
490845253,45473463,Directed,7266,,,1
1645736942,45473463,Directed,7269,,,1
4290706468,45473463,Directed,7278,,,1
461433825,45473463,Directed,7300,,,1
197642014,45473463,Directed,7372,,,1
807888243454840832,45473463,Directed,7454,,,1
270076179,45473463,Directed,7491,,,1
885994113614721025,2172348015,Directed,7577,,,1
2855684781,45473463,Directed,7589,,,1
3895012156,45473463,Directed,7601,,,1
3131639345,45473463,Directed,7707,,,1
83408552,45473463,Directed,7744,,,1
2855684781,208112870,Directed,7773,,,1
549408467,45473463,Directed,7774,,,1
56470032,45473463,Directed,7790,,,1
82938208,45473463,Directed,7821,,,1
885994113614721025,45473463,Directed,7854,,,1
2457951034,45473463,Directed,8001,,,1
349057732,45473463,Directed,8109,,,1
36206294,45473463,Directed,8225,,,1
109631661,45473463,Directed,8271,,,1
270070193,45473463,Directed,8427,,,1
255111576,45473463,Directed,8537,,,1
799512161177452544,45473463,Directed,8590,,,1
314016045,45473463,Directed,8735,,,1
716024410554167296,45473463,Directed,8794,,,1
167075969,45473463,Directed,8867,,,1
2172348015,45473463,Directed,8903,,,2
132583409,45473463,Directed,8946,,,1
195499046,45473463,Directed,9019,,,1
4075501624,45473463,Directed,9037,,,2
1151388890,45473463,Directed,9270,,,1
221537736,45473463,Directed,9302,,,1
2999414207,45473463,Directed,9343,,,1
3345702101,45473463,Directed,9347,,,1
136648820,45473463,Directed,9355,,,1
131997682,45473463,Directed,9409,,,1
884921137934860288,45473463,Directed,9418,,,1
390713118,45473463,Directed,9531,,,1
935034935290851328,45473463,Directed,9576,,,1
2327081116,39522911,Directed,9580,,,1
946441457229074432,45473463,Directed,9581,,,3
77872595,45473463,Directed,9585,,,1
946441457229074432,39522911,Directed,9602,,,1
1347874969,45473463,Directed,9609,,,1
61024949,45473463,Directed,9632,,,1
463009896,45473463,Directed,9669,,,1
922464912269561856,45473463,Directed,9734,,,1
99764045,45473463,Directed,9763,,,1
945820559971110918,45473463,Directed,9765,,,1
235973069,45473463,Directed,9778,,,1
73058790,45473463,Directed,9813,,,1
803057674770382849,45473463,Directed,9890,,,1
3130421673,45473463,Directed,9932,,,1
2327081116,45473463,Directed,9943,,,1
4158822323,45473463,Directed,9944,,,1
2683683144,45473463,Directed,9945,,,1
245527375,45473463,Directed,9956,,,1
75425282,45473463,Directed,10008,,,1
75031882,45473463,Directed,10081,,,1
353959875,45473463,Directed,10122,,,1
2202882673,45473463,Directed,10132,,,1
58008595,45473463,Directed,10137,,,1
2843202539,45473463,Directed,10139,,,1
153183306,45473463,Directed,10176,,,1
754315041931948033,45473463,Directed,10185,,,1
743439864171995136,45473463,Directed,10196,,,1
59030687,45473463,Directed,10217,,,1
802145396755693568,45473463,Directed,10234,,,1
64006507,45473463,Directed,10235,,,1
3171195340,45473463,Directed,10237,,,1
50365655,45473463,Directed,10277,,,1
265393673,45473463,Directed,10278,,,1
3383119425,45473463,Directed,10280,,,1
123048766,45473463,Directed,10287,,,1
1504630669,45473463,Directed,10301,,,1
166539438,45473463,Directed,10303,,,1
2999414207,208112870,Directed,10313,,,2
17229791,45473463,Directed,10326,,,1
949643811059355648,45473463,Directed,10342,,,1
52724486,45473463,Directed,10352,,,1
882742481284214785,45473463,Directed,10356,,,1
195499046,1645736942,Directed,10602,,,1
1163848063,208112870,Directed,10750,,,1
3383119425,39522911,Directed,10822,,,1
152601193,2999414207,Directed,10917,,,1
67697211,45473463,Directed,11496,,,1
2210270314,208112870,Directed,11505,,,1
1403421871,75031882,Directed,11573,,,2
132583409,39522911,Directed,11627,,,1
107529978,39522911,Directed,11778,,,1
152601193,75031882,Directed,11830,,,2
