Source,Target,Type,Id,Label,timeset,Weight
942540518222901249,75031882,Directed,0,,,1
2999414207,31139434,Directed,1,,,1
3118748679,4440515841,Directed,4,,,1
25839820,4440515841,Directed,5,,,1
737425789445148673,41650084,Directed,7,,,1
707771791184416769,75031882,Directed,9,,,1
957333440,1428958772,Directed,11,,,2
410319755,815921606,Directed,13,,,1
775120460312940544,724991849912500224,Directed,14,,,1
1722802370,796180188946112512,Directed,15,,,1
65724198,31139434,Directed,16,,,1
851568599047208960,796180188946112512,Directed,18,,,2
898206273614827520,4909683448,Directed,21,,,1
888039092474327042,796180188946112512,Directed,23,,,1
44524270,815921606,Directed,25,,,1
731159504121925632,815921606,Directed,26,,,1
2863014190,717554441864523776,Directed,27,,,1
4288253315,4909683448,Directed,28,,,1
799512161177452544,815921606,Directed,29,,,1
65558341,31139434,Directed,31,,,1
89115541,4529320173,Directed,32,,,1
3145222787,469696574,Directed,34,,,1
17306744,815921606,Directed,35,,,1
271075261,148339735,Directed,37,,,1
867193314,4529320173,Directed,38,,,1
2895896757,803569014,Directed,39,,,1
431237786,815921606,Directed,40,,,1
748637856621596673,31139434,Directed,41,,,1
736040680271806464,75031882,Directed,43,,,1
66197913,469696574,Directed,45,,,1
282789875,469696574,Directed,46,,,1
910984975444561921,148339735,Directed,47,,,1
149344502,4440515841,Directed,48,,,1
885994113614721025,31139434,Directed,50,,,2
919305620,4440515841,Directed,51,,,1
891421315009302528,148339735,Directed,55,,,5
3293816845,717554441864523776,Directed,56,,,1
3178616506,815921606,Directed,58,,,1
248359798,796180188946112512,Directed,59,,,1
914777940608548864,815921606,Directed,61,,,1
487523354,909801662482669568,Directed,62,,,1
858887159163564032,31139434,Directed,64,,,1
858887159163564032,75031882,Directed,65,,,1
197543860,31139434,Directed,67,,,1
631409680,66831264,Directed,68,,,1
351145520,247276024,Directed,69,,,1
142330439,198883031,Directed,70,,,1
897224643886690309,31139434,Directed,71,,,1
138630140,198883031,Directed,73,,,1
942759371108503553,815921606,Directed,80,,,1
1405508958,31139434,Directed,83,,,2
953615537107537921,148339735,Directed,84,,,2
815281266165739521,909801662482669568,Directed,85,,,1
257619002,182925466,Directed,87,,,1
66468983,815921606,Directed,90,,,1
2709266282,181250766,Directed,91,,,1
66468983,4187909913,Directed,92,,,1
35749710,75060031,Directed,93,,,1
4779383416,150884948,Directed,95,,,1
3246424408,2330723140,Directed,96,,,1
939512688429936640,4909683448,Directed,97,,,1
233282576,148339735,Directed,98,,,1
104495655,474167268,Directed,100,,,1
178553405,815921606,Directed,101,,,1
352646642,796180188946112512,Directed,103,,,1
3012101811,474167268,Directed,104,,,1
872102932640133124,815921606,Directed,105,,,1
176618654,815921606,Directed,106,,,1
149129850,31139434,Directed,107,,,1
191266958,66831264,Directed,108,,,1
2826286312,815921606,Directed,109,,,1
4550317786,815921606,Directed,112,,,1
815281266165739521,815921606,Directed,113,,,1
1974979070,182925466,Directed,115,,,1
1011367170,815921606,Directed,116,,,1
3359467833,4529320173,Directed,118,,,1
32545698,717554441864523776,Directed,119,,,1
915323014690037762,469696574,Directed,122,,,1
1151388890,717554441864523776,Directed,123,,,1
2172348015,815921606,Directed,124,,,1
2740143601,469696574,Directed,125,,,1
130318461,40081799,Directed,126,,,1
710424179305226240,469696574,Directed,127,,,1
872102932640133124,31139434,Directed,129,,,1
929847565,815921606,Directed,130,,,1
3293816845,18245853,Directed,133,,,1
704104996250505216,134910253,Directed,137,,,1
3176497301,39522911,Directed,138,,,2
1777718006,18245853,Directed,139,,,1
2497239662,717554441864523776,Directed,141,,,1
181348337,150884948,Directed,142,,,1
2482580201,717554441864523776,Directed,143,,,1
2172348015,31139434,Directed,148,,,2
50116676,2257108333,Directed,149,,,1
132583409,815921606,Directed,150,,,1
848317269134290947,469696574,Directed,151,,,1
601861489,469696574,Directed,154,,,1
88946240,31139434,Directed,155,,,1
809123748590850048,75031882,Directed,157,,,1
798641611915886592,31139434,Directed,158,,,3
167075969,31139434,Directed,159,,,1
2864952858,124781208,Directed,160,,,1
339867107,474167268,Directed,164,,,1
804084010909630464,4529320173,Directed,165,,,1
369794812,815921606,Directed,166,,,1
56444787,815921606,Directed,167,,,1
67414586,33518728,Directed,168,,,1
743094485941358592,182925466,Directed,169,,,2
395011753,815921606,Directed,173,,,1
826124450,815921606,Directed,174,,,1
923355324383485954,4529320173,Directed,175,,,1
282833933,810720879839760384,Directed,176,,,1
798388050,815921606,Directed,177,,,1
3085390729,815921606,Directed,182,,,1
141940558,247276024,Directed,184,,,1
2389888002,796180188946112512,Directed,188,,,1
942045529231511552,75031882,Directed,189,,,1
240809427,4529320173,Directed,190,,,1
727311413212008450,4827906226,Directed,191,,,1
95699137,247276024,Directed,192,,,1
197320825,4529320173,Directed,194,,,1
52076129,2444376402,Directed,198,,,1
4202173121,4529320173,Directed,199,,,1
780371988,2444376402,Directed,200,,,1
2927135901,4529320173,Directed,202,,,1
1252990922,724991849912500224,Directed,203,,,1
218306855,366221788,Directed,205,,,1
40329047,18245853,Directed,206,,,1
888164604874031109,75031882,Directed,207,,,1
2786139521,626725650,Directed,208,,,1
770984164875272192,121039771,Directed,209,,,1
813001105919668226,75031882,Directed,211,,,1
1617466009,111123176,Directed,212,,,1
4443617919,724991849912500224,Directed,213,,,1
2790221117,75031882,Directed,217,,,1
952742841993908224,134910253,Directed,224,,,1
43953019,75031882,Directed,225,,,1
952742841993908224,182925466,Directed,226,,,1
740348089425350656,75031882,Directed,227,,,2
182791486,815921606,Directed,228,,,1
949737142225424386,815921606,Directed,229,,,1
22864100,75031882,Directed,231,,,1
132227301,815921606,Directed,232,,,1
1022529199,2174933335,Directed,233,,,1
33897947,815921606,Directed,234,,,1
113082008,2689534013,Directed,235,,,1
952356431952572416,1584076484,Directed,236,,,1
15507933,815921606,Directed,237,,,1
144846064,815921606,Directed,238,,,1
731938347988471809,815921606,Directed,240,,,1
1264785835,182925466,Directed,242,,,1
1385719640,815921606,Directed,244,,,1
33359534,815921606,Directed,246,,,1
1223154906,4529320173,Directed,249,,,1
888164604874031109,815921606,Directed,250,,,1
376383109,131574396,Directed,252,,,1
3174478624,815921606,Directed,253,,,1
824057368166207489,780385443267379201,Directed,256,,,1
861894420,815921606,Directed,257,,,1
2287000925,25562342,Directed,259,,,1
2823093927,75031882,Directed,261,,,1
55268024,75031882,Directed,264,,,1
789770605721772032,815921606,Directed,265,,,1
884133562852798465,724991849912500224,Directed,266,,,1
903282330911039490,4268990776,Directed,267,,,1
845369220720463872,724991849912500224,Directed,269,,,1
69428038,815921606,Directed,272,,,1
737054059421683712,815921606,Directed,273,,,1
867223140,4268990776,Directed,275,,,1
1927394581,148339735,Directed,276,,,1
305264627,796180188946112512,Directed,277,,,1
2820009808,18245853,Directed,278,,,1
133152091,75031882,Directed,281,,,1
153195893,4529320173,Directed,282,,,1
197291550,150884948,Directed,283,,,1
3421061763,148339735,Directed,284,,,1
1065481304,2174933335,Directed,286,,,1
133506376,714582936188805120,Directed,287,,,1
941082461991260165,815921606,Directed,288,,,1
718644673405960192,815921606,Directed,289,,,1
2303336906,75031882,Directed,290,,,1
884054825058611202,815921606,Directed,291,,,1
2421194956,1540034828,Directed,293,,,1
710186852272234496,815921606,Directed,295,,,1
877884232722501632,182925466,Directed,299,,,4
4172487136,724991849912500224,Directed,300,,,1
826103346012504065,2279128944,Directed,301,,,1
152997608,75031882,Directed,302,,,1
331139151,75031882,Directed,303,,,1
715672847646113792,103634567,Directed,304,,,1
150264310,830220476739940357,Directed,308,,,1
2779926419,724991849912500224,Directed,309,,,1
138291205,131618749,Directed,310,,,1
949643811059355648,75031882,Directed,311,,,1
170373716,75031882,Directed,312,,,1
943474545545109504,247256077,Directed,315,,,1
