source,target
147250584,1540034828
147250584,1540034828
285592727,284652398
2288895172,1202130601
2288895172,1202130601
444852377,1540034828
950543695358685185,284652398
705738562,1540034828
61922275,4060086012
719925500517433345,2479861125
719925500517433345,2479861125
1852154322,67656004
837458444596707328,17031996
2614523182,3090382647
729082639,2387543119
839244108040372226,194121277
839244108040372226,194121277
728046388613910529,25858078
57965473,182573469
760779344495124480,3387706750
548045152,3387706750
2677140075,60232046
2677140075,60232046
1977729632,132683543
2261956252,51813111
2261956252,51813111
2303989695,1540034828
192967664,858201863484735494
51522315,1202130601
51522315,1202130601
20996633,19876616
808357150061981696,1859367942
950543695358685185,60232046
950543695358685185,60232046
2288895172,25562342
2288895172,25562342
289000785,1540034828
289000785,1540034828
241714001,45013575
142127132,514759265
142127132,514759265
419219460,1540034828
26000511,25704704
467681161,711635253597708288
856462486412963840,39354750
3401422869,1540034828
2898740537,60232046
15421172,1540034828
1917305947,63225060
2527145033,131574396
2527145033,131574396
349476131,741747665038368768
349476131,741747665038368768
349476131,741747665038368768
24689363,1540034828
24689363,1540034828
3085255509,60232046
887047912496271360,1540034828
811185703178661889,3240839284
811185703178661889,3240839284
845321410323140608,1540034828
34520072,3387706750
3078681505,1540034828
190447546,130569693
950543695358685185,51813111
4243903103,715426594689589248
75159162,2479861125
20996633,19876616
389160086,63225060
88083739,54341363
466539548,3090382647
24948220,1540034828
909205275873341440,4060086012
2367930077,63225060
3359490165,1540034828
3359490165,1540034828
705127218272464897,59326414
837458444596707328,48197851
300543196,1540034828
848257160819748865,3387706750
885994113614721025,182573469
917013826981244929,64257256
884756518800936960,3090382647
310384775,2387543119
331126954,767133067957993472
2298157865,59326414
499944598,28188699
1315385280,284652398
15646868,1202130601
15646868,1202130601
549734010,59326414
549734010,59326414
798980959408451588,4797121579
2220761296,469696574
845321410323140608,1540034828
3259393805,4060086012
3418508674,131574396
370685268,63225060
838074036592705537,60232046
92749660,194121277
933477338838429696,2387543119
221089070,1358180755
389613789,771413986961219584
1403943636,59326414
706309953749958656,1540034828
1540665709,41931380
17432678,170254080
17432678,170254080
17432678,170254080
727399836,1540034828
727399836,1540034828
3107966672,382660455
2737897189,64191835
1286620362,45013575
545265549,1540034828
545265549,1540034828
416235265,788794760764985344
917013826981244929,3090382647
950543695358685185,63225060
950543695358685185,63225060
934629999625342976,142391273
3006079120,3387706750
3006079120,3387706750
139383683,2279128944
139383683,2279128944
139383683,2279128944
353785941,2795307903
3018070191,17031996
58549253,2479861125
1707904640,884569952090562561
2911088499,915690140093358080
81673187,51813111
2869840172,1540034828
4322206281,2479861125
856662958633619461,67656004
200140045,2279128944
92613044,1540034828
92613044,1540034828
92613044,1540034828
1652188682,67656004
1652188682,67656004
2261956252,219112689
14252168,1540034828
3418508674,1540034828
120627043,1202130601
120627043,1202130601
120627043,1202130601
120627043,1202130601
803057674770382849,1540034828
803057674770382849,1540034828
943492965875535872,2549016857
942566485666488320,193860347
942566485666488320,193860347
574069380,2347591152
2288895172,25704704
3086471157,17031996
3086471157,17031996
3086471157,17031996
77374528,2387543119
189337052,182573469
124879030,2387543119
760779344495124480,2387543119
3374145395,3387706750
705089656229068800,708000120533553152
15782010,59326414
4867092400,715426594689589248
3418508674,8519262
45263248,64257256
1271288312,51813111
1271288312,51813111
766745670308995072,116820742
254581312,2353382977
917013826981244929,1540034828
917013826981244929,1540034828
914945918,54745785
175744601,59326414
92749660,3209001100
92749660,3209001100
2606762278,2387543119
54158987,1540034828
74892633,193860347
354302770,2387543119
2898740537,851226362677514242
139383683,45013575
139383683,45013575
70008380,1859367942
92613044,1540034828
211489456,64257256
158779993,3090382647
45423591,3948041
45423591,3948041
4195165697,1202130601
22580115,3316550554
22580115,3316550554
2914410747,51813111
3408069119,3387706750
3408069119,3387706750
3408069119,3387706750
92749660,2573916020
262305490,1202130601
1352387126,1465947342
2261956252,1540034828
193151042,1442239357
193151042,1442239357
744355072914620416,2458915836
2688307082,2387543119
2688307082,2387543119
1454556972,2387543119
561245995,17877597
774470408,25704704
835945711678197760,2955875542
1017446670,193860347
2585895558,25704704
24948220,98726426
2513000573,63225060
2513000573,63225060
75334940,1540034828
153457818,8519262
124021041,2573916020
353793326,1540034828
124879030,583108053
753333136797335552,51813111
753333136797335552,51813111
883854505745494017,45013575
877544621919928320,1540034828
4867092400,51813111
519719169,40771348
917013826981244929,64257256
804735005163483136,63225060
271027578,312923505
760779344495124480,54745785
627936709,45013575
2542455103,25704704
2542455103,25704704
2542455103,25704704
51644830,1540034828
192967664,1540034828
29603624,1202130601
29603624,1202130601
392792096,1540034828
1639164054,63225060
4288019728,3240839284
2261956252,193860347
2261956252,193860347
2571647478,2458915836
736040680271806464,789648837090705408
274362794,128028175
246032010,1540034828
472970938,51813111
139544251,45013575
838074036592705537,131574396
838074036592705537,131574396
200140045,40475778
200140045,40475778
556913419,3316550554
907542623304470531,193860347
367288175,194121277
371394876,1540034828
803569329166024704,757224503881654272
845321410323140608,3090382647
2362150322,1540034828
2362150322,1540034828
3295899320,1540034828
109673825,1540034828
2458435574,1202130601
788842794739757056,3240839284
277290892,2795307903
1499392093,63225060
92749660,44223209
3374145395,266230592
3374145395,266230592
902029040411955200,1058911987
3408069119,715426594689589248
1839240366,25704704
4867092400,41931380
52842975,1540034828
52842975,1540034828
1639164054,8519262
295660886,45360374
307478932,25704704
159609448,848903477078233093
2788347508,182573469
705738562,25704704
705738562,25704704
705738562,25704704
705738562,25704704
544308734,194121277
544308734,194121277
831694988056600576,131574396
2867146270,2573916020
2288895172,1540034828
2288895172,1540034828
2949651334,59326414
2233791876,296005306
2233791876,296005306
124879944,45013575
938947683917664257,63225060
64397564,25704704
1040676752,1489644792
1967649216,51813111
1967649216,51813111
796440718650773504,346193258
242616128,45013575
35658957,2479861125
35658957,2479861125
292547064,33625790
973586367115616257,25704704
77224435,34779125
939579294485041155,1202130601
939579294485041155,1202130601
574835677,25704704
45830505,1540034828
777164254084562945,2479861125
285135148,212778113
972587348058955776,767133067957993472
924384469456424960,1540034828
83846070,1540034828
760779344495124480,51813111
760779344495124480,51813111
921505825163792384,64257256
90930560,2869573689
4048637842,1540034828
165454815,87021796
165454815,87021796
165454815,87021796
479498747,286360589
479498747,286360589
47712714,1494167910
755944354032779264,1540034828
160308345,1202130601
3064248293,3316550554
3430695136,59326414
2452394186,1540034828
2452394186,1540034828
65170325,1202130601
377672187,45013575
377672187,45013575
783447806723973120,45013575
63496344,2479861125
2906832547,198579422
921505825163792384,328980753
4021120349,113029811
2288895172,131574396
833412713359474694,1540034828
780909557824491520,60232046
780909557824491520,60232046
814599549985705985,25704704
52437839,207739610
783374140879372288,783374140879372288
189337052,2479861125
826098584995110912,131574396
799401038893682688,389578688
57475958,1202130601
38942027,1540034828
308146987,284652398
1315385280,51813111
842980317241769984,3387706750
4645911087,1540034828
192967664,1540034828
15356372,2479861125
15356372,2479861125
86715454,1540034828
879210815949344768,1540034828
524820691,131574396
921505825163792384,1540034828
271837324,57828037
54158987,2444376402
64903667,63225060
64903667,63225060
795736469168078849,59326414
826098584995110912,1540034828
760779344495124480,2353382977
1540665709,51813111
578478219,25704704
815009568468176896,935034935290851328
815009568468176896,935034935290851328
815009568468176896,935034935290851328
932394234698747904,3090382647
838074036592705537,51813111
831694988056600576,219112689
24948220,18911192
64032087,753025393129562113
2197962530,4060086012
44739031,2444376402
392792096,14306125
718500613,170254080
943492965875535872,60232046
790293797909458944,38452780
947450197,555642766
494366716,721863481386012672
494366716,721863481386012672
494366716,721863481386012672
417478869,36455991
2288895172,2284943765
2288895172,2284943765
2288895172,2284943765
772891766798356482,131574396
4408586793,1540034828
160308345,1202130601
30743549,59326414
30743549,59326414
867513300921274368,1540034828
263443789,583108053
902203258520862720,60232046
192967664,715426594689589248
633703024,59326414
3731431763,25704704
4925308863,1540034828
2834577437,3316550554
2834577437,3316550554
29194239,1540034828
29194239,1540034828
300543196,1540034828
3118637224,25704704
711774269,708000120533553152
168784399,2479861125
192967664,1540034828
106282187,63225060
106282187,63225060
787503820561584128,514759265
40916836,28989991
336330311,17031996
309765904,593667142
50164353,31995106
2517444508,87021796
960177634700333056,971109614
79615365,1540034828
1870409689,1540034828
947450197,19876616
766712244,17031996
192967664,131574396
192967664,131574396
192967664,131574396
1578098006,25562342
902660171264118784,412639849
895027649831108609,120588847
846544863562792962,3090382647
1546810926,59326414
45830505,1540034828
3805511781,366291126
1240306273,1540034828
262305490,1202130601
100615509,744225149017284608
192967664,3387706750
935906686132506626,193860347
896547431541858304,131574396
4885717227,38873640
101064676,1202130601
81399149,25858078
788892727559815168,4655245774
760779344495124480,1540034828
3496095197,194121277
15255894,296005306
879196502677127169,194121277
939265328126857217,3387706750
917528439338479616,183398510
351873879,89242080
3045133093,2479861125
2961555556,16632084
989457086,3090382647
2452394186,38873640
947450197,19876616
61376748,1540034828
379516989,183398510
379516989,183398510
1257050827,1540034828
236160329,182573469
38236773,1202130601
1392338610,148339735
828219793677377536,25562342
917013826981244929,1540034828
945820559971110918,25562342
261002044,1859367942
358477904,788794760764985344
320755504,60232046
760779344495124480,25704704
749609407,217893352
2471112542,744225149017284608
24972070,2549016857
2288895172,2444376402
2326250724,1859367942
156344113,2479861125
1104501918,27721326
4014077566,1540034828
698876454222884865,2387543119
698876454222884865,2387543119
131971527,25562342
120627043,788794760764985344
120627043,788794760764985344
2894887834,1540034828
2461421476,59326414
1532375005,1202130601
28181574,839186516651945989
732963356835991552,1202130601
3330673186,33625790
914597220594458624,41931380
914597220594458624,41931380
216373140,708000120533553152
840964612078080001,59326414
166151110,1540034828
1098291156,17031996
250782907,3082266484
2975592545,715426594689589248
2975592545,715426594689589248
2975592545,715426594689589248
390266739,1540034828
390266739,1540034828
1880355192,1540034828
27477674,2479861125
27477674,2479861125
93403805,1540034828
3198975021,412639849
165384891,710825443927130112
1527912313,2444376402
3367856482,1202130601
3773164283,25858078
3369568318,2479861125
888579350932729860,54745785
931621826677170176,1058911987
931621826677170176,1058911987
432820242,708000120533553152
852024797269590016,25858078
2317723116,64257256
965478588123369473,259096331
574069380,57828037
961423015882915841,25704704
129263417,17031996
129263417,17031996
626902580,412639849
3808679597,60232046
371519900,1540034828
371519900,1540034828
2201100107,182573469
1573947817,17031996
220689412,63225060
914937689325088776,1540034828
148339735,2896612757
2310883218,2479861125
837458444596707328,3240839284
836662709471088640,3165087909
66136802,193860347
66136802,193860347
66136802,193860347
880576123440115712,17031996
713018615461707776,3316550554
83846070,52225062
77224435,2347591152
398992251,183398510
2476194684,59326414
901888535153790976,183398510
845321410323140608,1540034828
3078681505,63225060
248229152,1295456905
248229152,1295456905
2876939907,25704704
2876939907,25704704
336330311,63225060
78471101,28188699
3026540944,28188699
3026540944,28188699
908082624643715072,1358180755
908082624643715072,1358180755
1520974122,13653812
2357372348,60232046
425942074,89242080
3437260780,884569952090562561
818950372878352388,743523153008287744
2318365466,64257256
75334940,2387543119
1520861185,67656004
2500491441,35536616
2500491441,35536616
914854745873010690,1860699690
154742454,15377371
516939384,1540034828
185507264,1540034828
973789760719335424,60232046
869237874796974081,1540034828
740665893953376257,38873640
58507206,170254080
94788283,1202130601
2867146270,39522911
215007020,194121277
215007020,194121277
49336327,231415338
803057674770382849,64257256
893812543,25858078
809115114,296005306
1104501918,366291126
135998635,1540034828
4797395307,315999581
83846070,3090382647
58653694,2387543119
255734528,2573916020
2753815656,35954425
54158987,25704704
107229766,1540034828
927295221121146880,17877597
286457519,28989991
772501396507750400,25704704
772501396507750400,25704704
817201298546233345,45013575
849075941385043968,1540034828
81399149,193860347
2642742903,412639849
2642742903,412639849
75334940,111123176
1029501176,194121277
363188262,568370198
302137382,1540034828
280206489,1358180755
2899311844,198756401
198876903,25858078
198876903,25858078
944259353879678978,1709373745
850035596089274368,35536616
104906071,1202130601
787100735884460032,2387543119
787100735884460032,2387543119
561245995,17031996
83846070,64257256
711489051929534464,1638464376
711489051929534464,1638464376
87042194,232316340
390266739,1202130601
390266739,1202130601
17086172,1540034828
710300843862528000,1859367942
917013826981244929,886334141813456896
377756570,131574396
377756570,131574396
517130217,59326414
754025486,1540034828
2254053110,1859367942
3126983438,41931380
51648073,14232693
16729159,39354750
614037279,1540034828
614037279,1540034828
614037279,1540034828
612833307,3387706750
742777954846048256,1540034828
742777954846048256,1540034828
815009568468176896,52225062
220113149,2479861125
2867553138,67656004
2795156089,87021796
940295982939627520,3408069119
286457519,1709373745
970655010743865345,54745785
242154581,1540034828
837458444596707328,38873640
837458444596707328,38873640
346864546,67656004
251209976,1540034828
541205176,743523153008287744
510747341,1358180755
2867146270,64257256
803057674770382849,59523962
174637475,20146388
185507264,1540034828
357046053,1058911987
1072505528,25704704
412499918,296005306
2983337687,2479861125
830939218318938112,87021796
38658646,52225062
38658646,52225062
2528895213,2479861125
118100918,63225060
118100918,63225060
845964537731973120,3316550554
476970686,60232046
476970686,60232046
2326250724,1629241
2315871541,25562342
2315871541,25562342
85731396,25704704
193151042,1540034828
3242581463,715426594689589248
336330311,18938394
772178563428745216,744225149017284608
38942027,296005306
14014322,33625790
139917267,41931380
2788347508,25858078
145604652,925995366
845964537731973120,3316550554
1087465344,1540034828
390266739,1202130601
730088707320057856,25858078
258101903,1058911987
701145551216181250,1358180755
2563115013,194121277
228423861,1540034828
2312565181,296005306
783635481095507969,63225060
783635481095507969,63225060
35224742,61934676
1114754246,59326414
439556021,67656004
1395725881,1202130601
349852133,1709373745
4525017269,67116086
2207843483,296005306
74163416,1540034828
776675754,1540034828
776675754,1540034828
100582995,1202130601
258627403,2387543119
258627403,2387543119
1131536964,67656004
24948220,4400597716
158215452,1202130601
719060535216640000,193860347
719060535216640000,193860347
89252016,105155795
1554155575,17031996
945820559971110918,16632084
944019295792717824,3090382647
107229766,628292465
12902052,66678157
1004682049,3387706750
309350008,1358180755
4442531901,51813111
886683978341765122,1859367942
250337999,25704704
77224435,31995106
120268273,1358180755
960177634700333056,1540034828
960177634700333056,1540034828
1870409689,1540034828
882803587134390273,33625790
185507264,1540034828
698876454222884865,2387543119
221002545,1202130601
2857854131,59326414
917013826981244929,64257256
917013826981244929,64257256
3207720550,1202130601
3207720550,1202130601
3207720550,1202130601
516939384,51813111
758420106431107072,967035912
940612611460255746,1680985362
955573605450108928,54745785
2529731266,25704704
192331341,2573916020
50365655,248890506
257651482,48197851
381241055,1202130601
736040680271806464,2479861125
153457818,284652398
968633034642685952,2387543119
78059822,284652398
1880355192,1540034828
2924833099,1540034828
2924833099,1540034828
120596868,28188699
504675074,60232046
850035596089274368,59326414
850035596089274368,59326414
248229152,183622298
910502135946674176,284652398
829747499569119232,744225149017284608
829747499569119232,744225149017284608
728046388613910529,183398510
138293064,59326414
138293064,59326414
147755622,194121277
497086715,2896612757
385560494,60232046
3198975021,60232046
349852133,26670607
151665073,2573916020
882803587134390273,33625790
4029030689,24802340
1104501918,858201863484735494
949321445280223233,259096331
946606402432393217,38873640
49336327,793961363752316928
743302403525533696,1540034828
1145165065,17031996
729461001490436097,708000120533553152
129263417,1540034828
731616919,43290742
46498090,2479861125
780572922750435328,60232046
753000261485027329,14232693
1955463080,2387543119
811190838,2795307903
3782963115,1358180755
995563201,285363832
72402758,60232046
193151042,2869573689
1554131311,971109614
838161280108199936,59326414
291306977,1202130601
106776568,1540034828
1115775823,51813111
3472348757,2444376402
25033260,25704704
720662834007449600,1358180755
720662834007449600,1358180755
4525017269,111123176
3242668930,33625790
14252168,1540034828
2497417397,41931380
826983138479968258,2479861125
2605686438,1540034828
2753815656,67656004
780926862402936832,3316550554
374055350,257906367
904400370700619776,2387543119
2314424894,4060086012
129897244,1540034828
2896540968,1629241
63199994,25704704
2594712170,3316550554
561245995,2689114595
893239425341194240,193151042
893239425341194240,193151042
266192334,1202130601
266192334,1202130601
266192334,1202130601
878814774917771264,248724056
713425668911013888,1859367942
713425668911013888,1859367942
721881037656219649,181228664
848681941499076609,2955875542
60159810,2444376402
61306464,54745785
2971779285,4060086012
3492865636,60232046
340996356,23598103
556913419,25858078
556913419,25858078
556913419,25858078
2536248610,803631192624857088
1098291156,60232046
3407191155,51813111
31120503,59326414
31120503,59326414
31120503,59326414
1596173426,1540034828
47538209,38670947
47538209,38670947
141027864,763066486139326464
2912067442,1540034828
541205176,67656004
1202809058,67656004
231843517,63225060
741663626390605824,113029811
43272674,1540034828
954041828,182573469
2517444508,60232046
2517444508,60232046
2517444508,60232046
3018070191,884569952090562561
3018070191,884569952090562561
3018070191,884569952090562561
82957907,87021796
719060535216640000,25858078
719060535216640000,25858078
743302403525533696,45013575
63496344,1540034828
54158987,58553366
1104308864,1540034828
25165359,25858078
220113149,2726522922
3918688756,1482333253
181355666,259096331
